name,smiles,dose_mg,cmax_mg_L,log_cmax_per_dose,n_studies,in_platinum
ezetimibe,O=C1[C@H](CC[C@H](O)c2ccc(F)cc2)[C@@H](c2ccc(O)cc2)N1c1ccc(F)cc1,10.0,0.004235042413781531,-3.373142235869511,3,False
everolimus,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OCCO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,2.0,0.01722616241138146,-2.0648414581574377,3,False
pantoprazole,COc1ccnc(C[S+]([O-])c2nc3ccc(OC(F)F)cc3[nH]2)c1OC,40.0,2.644252238167657,-1.1797571107037197,3,False
moxonidine,COc1nc(C)nc(Cl)c1NC1=NCCN1,0.2,0.0013390421609688918,-2.174235744277155,3,False
quinaprilat,C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O,20.0,0.5427154884485005,-1.5664577796645083,3,False
efavirenz,O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,600.0,2.543433694368188,-2.3727308300381926,3,False
ramiprilat,C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCC[C@@H]21,5.0,0.004841569425926558,-3.013983840514677,3,False
lorcaserin,C[C@H]1CNCCc2ccc(Cl)cc21,10.0,0.035543605742646575,-2.449238517028683,3,False
ketoconazole,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,200.0,4.153155658571088,-1.6826517870699644,3,False
baloxavir,O=C1c2c(O)c(=O)ccn2N([C@@H]2c3ccccc3SCc3c2ccc(F)c3F)[C@@H]2COCCN12,20.0,0.04339462723808951,-2.6635940335545354,3,False
pretomanid,O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(OC(F)(F)F)cc1)C2,50.0,0.336499257792263,-2.171985893687108,3,False
diltiazem,COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1,90.0,0.09359212896775557,-2.9830031830260793,3,False
ubrogepant,C[C@@H]1[C@H](c2ccccc2)C[C@H](NC(=O)c2cnc3c(c2)C[C@@]2(C3)C(=O)Nc3ncccc32)C(=O)N1CC(F)(F)F,100.0,0.3303257858978742,-2.481057523081063,3,False
atogepant,C[C@@H]1[C@H](c2c(F)ccc(F)c2F)C[C@H](NC(=O)c2cnc3c(c2)C[C@@]2(C3)C(=O)Nc3ncccc32)C(=O)N1CC(F)(F)F,60.0,0.6936523110495859,-1.9370094128250712,3,False
dexketoprofen,C[C@H](C(=O)O)c1cccc(C(=O)c2ccccc2)c1,25.0,3.430576029417592,-0.8625729599431073,3,False
quinine,C=C[C@H]1C[N@@]2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,600.0,2.7727973756025057,-2.335233116064685,3,False
eluxadoline,COc1ccc(CN(C(=O)[C@@H](N)Cc2c(C)cc(C(N)=O)cc2C)[C@@H](C)c2nc(-c3ccccc3)c[nH]2)cc1C(=O)O,100.0,0.00337698703292163,-4.471470606981229,3,False
mercaptopurine (6-mercaptopurine),S=c1nc[nH]c2nc[nH]c12,50.0,0.05023493174595216,-2.997964187814652,3,True
ambrisentan,COC(c1ccccc1)(c1ccccc1)[C@H](Oc1nc(C)cc(C)n1)C(=O)O,10.0,0.7332554250491975,-1.134744715172893,3,False
tenofovir,C[C@H](Cn1cnc2c(N)ncnc21)OCP(=O)(O)O,300.0,0.26577675231071574,-3.052604264511473,3,False
codeine,COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341,60.0,0.18076681128967245,-2.5210325532091664,3,False
agomelatine,COc1ccc2cccc(CCNC(C)=O)c2c1,25.0,0.009809320093657268,-3.406301102189732,3,False
prucalopride,COCCCN1CCC(NC(=O)c2cc(Cl)c(N)c3c2OCC3)CC1,2.0,0.004776786353186926,-2.6218941782254945,3,False
tofacitinib,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,1.0,0.008270391430487698,-2.082473935178057,3,False
nifedipine,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],10.0,0.11424669471769633,-1.9421563556925123,3,True
digoxin,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,1.0,0.004145825773297213,-2.3823889529140123,3,False
linezolid,CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,600.0,11.07690617700215,-1.7337327731933143,3,False
primaquine,COc1cc(NC(C)CCCN)c2ncccc2c1,15.0,0.04656064081281292,-2.508072310189763,3,True
rolapitant,C[C@@H](OC[C@@]1(c2ccccc2)CC[C@]2(CCC(=O)N2)CN1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,180.0,0.9474386999325534,-2.278721384766368,3,False
lansoprazole,Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c1nc2ccccc2[nH]1,30.0,1.039875991994142,-1.4601397031168093,3,False
crizotinib,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,250.0,0.10861385006961036,-3.3620548001293136,3,False
quetiapine,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,100.0,0.3173048542541023,-2.4985232838414584,3,False
aprepitant,C[C@@H](O[C@H]1OCCN(Cc2n[nH]c(=O)[nH]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,125.0,1.287390516671369,-1.9871997073548169,3,False
cinacalcet,C[C@@H](NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12,50.0,0.013439786702964142,-3.5705776280632087,3,False
laropiprant,CS(=O)(=O)c1cc(F)cc2c3c(n(Cc4ccc(Cl)cc4)c12)[C@@H](CC(=O)O)CC3,40.0,0.9561373577265223,-1.6215397042636042,3,False
ivabradine,COc1cc2c(cc1OC)CC(=O)N(CCCN(C)C[C@H]1Cc3cc(OC)c(OC)cc31)CC2,10.0,0.018069607021933408,-2.7430512923788393,3,False
vandetanib,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1,300.0,0.15316216590561954,-3.2919697555305105,3,False
riociguat,COC(=O)N(C)c1c(N)nc(-c2nn(Cc3ccccc3F)c3ncccc23)nc1N,1.0,0.03613342157477518,-1.4420909119252885,3,False
voriconazole,C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,200.0,1.0883023428635983,-2.264280431555054,3,False
rosiglitazone,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,8.0,0.6374215210531341,-1.0986632646649637,3,False
cefixime,C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OCC(=O)O)c3csc(N)n3)[C@H]2SC1,400.0,4.454326474412006,-1.9532779463803982,3,False
lorlatinib,C[C@H]1Oc2cc(cnc2N)-c2c(nn(C)c2C#N)CN(C)C(=O)c2ccc(F)cc21,100.0,0.5387738173926159,-2.26859351769701,3,False
fluconazole,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,200.0,4.692143203600026,-1.6296587374071443,3,True
venlafaxine,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,50.0,0.08497646733066752,-2.7696713318386723,2,True
daridorexant,COc1ccc(-n2nccn2)c(C(=O)N2CCC[C@@]2(C)c2nc3c(C)c(Cl)ccc3[nH]2)c1,25.0,0.8195877012254393,-1.4843445759389777,2,False
desmopressin,N=C(N)NCCC[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSCCC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O,0.4,3.130495168499707e-05,-4.106446953481715,2,False
amiloride,N=C(N)NC(=O)c1nc(Cl)c(N)nc1N,10.0,0.019177434656387177,-2.717209488358725,2,False
celiprolol,CCN(CC)C(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(C(C)=O)c1,100.0,0.30234086723431886,-2.519503145528832,2,False
indomethacin,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,50.0,2.4093629863513715,-1.3170677700936588,2,False
chloroquine,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,300.0,0.10472959467122939,-3.457051832006876,2,False
neratinib,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,240.0,0.05222332812067803,-3.6623466963543545,2,False
clomifene (clomiphene),CCN(CC)CCOc1ccc(C(=C(Cl)c2ccccc2)c2ccccc2)cc1,50.0,0.008413750649977698,-3.7739803672211685,2,False
glyburide,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,5.0,0.12760090125073573,-1.5931162624991584,2,False
captopril,C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,100.0,0.5699454873933121,-2.244166680566844,2,False
apremilast,CCOc1cc([C@@H](CS(C)(=O)=O)N2C(=O)c3cccc(NC(C)=O)c3C2=O)ccc1OC,20.0,0.2244749429223672,-1.9498621258608864,2,False
trimetazidine,COc1ccc(CN2CCNCC2)c(OC)c1OC,20.0,0.07354682861959447,-2.434466045217767,2,False
procainamide,CCN(CC)CCNC(=O)c1ccc(N)cc1,1000.0,5.2306787322488075,-2.281441953475961,2,False
oxcarbazepine,NC(=O)N1c2ccccc2CC(=O)c2ccccc21,300.0,0.3956789923662868,-2.879778261672716,2,False
alverine,CCN(CCCc1ccccc1)CCCc1ccccc1,120.0,0.008461347410430564,-4.151741719140985,2,False
verapamil,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,80.0,0.06284838900083278,-3.104795837142054,2,True
tetrabenazine,COc1cc2c(cc1OC)C1CC(=O)C(CC(C)C)CN1CC2,25.0,0.0006938299503480665,-4.556686965702532,2,False
prazosin,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC,1.0,0.007899367063252602,-2.1024077051587877,2,False
molsidomine,CCOC(=O)N=C1CN(N2CCOCC2)NO1,2.0,0.01375790681753587,-2.162477632022054,2,False
enalaprilat,C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,10.0,0.036752278840909994,-2.434715727128121,2,False
doxazosin,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC,2.0,0.01503984707369061,-2.1237865753252434,2,False
terazosin,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC,2.0,0.037499466662874015,-1.727004904656741,2,False
moricizine (en-313),CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN1CCOCC1)c1ccccc1S2,250.0,0.8160882305241266,-2.486202894086887,2,False
cabotegravir,C[C@H]1CO[C@@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N12,30.0,3.349940297975473,-0.9520841875308332,2,False
enalapril,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O,10.0,0.06945134987889004,-2.158319308756374,2,False
selumetinib,Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)NOCCO)cc21,50.0,0.9331489698863735,-1.7290190233599587,2,False
gefitinib,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,250.0,0.0835374167663808,-3.476058967255171,2,False
dacomitinib,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1,45.0,0.027442031630329412,-3.214796253199096,2,False
nitrendipine,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,20.0,0.007597104711664838,-3.4203818832935475,2,False
lacidipine,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1/C=C/C(=O)OC(C)(C)C,4.0,0.0029414282245195113,-3.1335017359444355,2,False
amlodipine,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,10.0,0.005748043145279971,-3.2404799806758273,2,False
methylprednisolone,C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)CO)[C@@]2(C)C=CC(=O)C=C12,16.0,0.10916959283610067,-2.166018292111541,2,False
flunarizine,Fc1ccc(C(c2ccc(F)cc2)N2CCN(C/C=C/c3ccccc3)CC2)cc1,5.0,0.02604139013186508,-2.28330584047351,2,False
lenvatinib,COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(N)=O,10.0,0.09586448768965496,-2.018342244306944,2,False
colchicine,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2,0.6,0.002518392344333982,-2.377027859915347,2,False
nimesulide,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1,100.0,3.2310060352775576,-1.4906622307519963,2,False
bedaquiline,COc1nc2ccc(Br)cc2cc1[C@@H](c1ccccc1)[C@@](O)(CCN(C)C)c1cccc2ccccc12,400.0,3.8258332425760537,-2.019333954911998,2,False
eliglustat,CCCCCCCC(=O)N[C@H](CN1CCCC1)[C@H](O)c1ccc2c(c1)OCCO2,84.0,0.01081665382639196,-3.890186355188801,2,False
cefaclor,N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CS[C@H]12)c1ccccc1,500.0,16.585234396896535,-1.4792483906113953,2,False
hydrochlorothiazide,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,25.0,0.1468013283318649,-2.2312100233604526,2,False
flosequinan,Cn1cc([S+](C)[O-])c(=O)c2ccc(F)cc21,100.0,1.294990347454374,-1.8877334686969571,2,False
piretanide,NS(=O)(=O)c1cc(C(=O)O)cc(N2CCCC2)c1Oc1ccccc1,6.0,0.3269174207655505,-1.263713186515529,2,False
capecitabine,CCCCCOC(=O)Nc1nc(=O)n([C@@H]2O[C@H](C)[C@@H](O)[C@H]2O)cc1F,150.0,0.25735590317690404,-2.7655571245975215,2,False
halofantrine,CCCCN(CCCC)CCC(O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12,500.0,0.37563945479675065,-3.1241988027957106,2,False
carvedilol,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,50.0,0.0919130023446085,-2.73559305174115,2,False
Aprocitentan,NS(=O)(=O)Nc1ncnc(OCCOc2ncc(Br)cn2)c1-c1ccc(Br)cc1,25.0,1.4143125538578805,-1.2473946123541582,2,False
eprosartan,CCCCc1ncc(/C=C(\Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1,100.0,0.4334651081690428,-2.3630458553723535,2,False
bendroflumethiazide,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O,10.0,0.057449673628315774,-2.2407124341963076,2,False
dextropropoxyphene,CCC(=O)O[C@](Cc1ccccc1)(c1ccccc1)[C@H](C)CN(C)C,65.0,0.05260323183987842,-3.091900929464242,2,False
dapsone,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,100.0,1.710263137648707,-1.7669370647909004,2,False
aminosalicylic acid (para-aminosalicylic acid),Nc1ccc(C(=O)O)c(O)c1,4000.0,46.52536942357362,-1.9343701610999553,2,False
minoxidil,Nc1cc(N2CCCCC2)nc(N)[n+]1[O-],5.0,0.036186185209275655,-2.1404272026560047,2,False
amrinone,Nc1cc(-c2ccncc2)c[nH]c1=O,75.0,0.9515513648773775,-1.8966290268582906,2,False
ponesimod,CCC/N=C1\S/C(=C\c2ccc(OC[C@H](O)CO)c(Cl)c2)C(=O)N1c1ccccc1C,10.0,0.05440110292999584,-2.264392295309991,2,False
ethosuximide,CCC1(C)CC(=O)NC1=O,500.0,12.724173843515342,-1.5943404103292005,2,False
trovafloxacin,N[C@@H]1[C@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@@H]12,200.0,2.054507240191672,-1.9883223195867772,2,False
glimepiride,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)cc2)C1=O,1.0,0.0863851839148358,-1.0635607377965586,2,False
vinorelbine,CCC1=C[C@@H]2CN(C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2,138.4,0.13811661739269468,-3.000890156597943,2,False
rofecoxib,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,25.0,0.2016307268250551,-2.0933832930328644,2,False
valsartan,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)[C@H](C(=O)O)C(C)C,80.0,1.6928832210167362,-1.6744629864832818,2,False
levothyroxine (l-t4),N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,0.6,0.07515562520530315,-0.9021897584188739,2,False
isavuconazole,C[C@@H](c1nc(-c2ccc(C#N)cc2)cs1)[C@](O)(Cn1cncn1)c1cc(F)ccc1F,400.0,3.8000000000000003,-2.0222763947111524,2,False
clindamycin,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1,600.0,5.530913125334731,-2.0353544133724513,2,False
telaprevir,CCC[C@H](NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c1cnccn1)C1CCCCC1)C(C)(C)C)C(=O)C(=O)NC1CC1,500.0,0.21260526804385635,-3.371395982840971,2,False
perindoprilat,CCC[C@H](N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)O,4.0,0.004015096511915997,-2.9983640023387186,2,False
perindopril,CCC[C@H](N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)OCC,4.0,0.07403645048217804,-1.7326144020595717,2,False
fosfomycin,C[C@@H]1O[C@@H]1P(=O)(O)O,3000.0,24.17105707245755,-2.0938256109029654,2,False
olmesartan,CCCc1nc(C(C)(C)O)c(C(=O)O)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,20.0,0.45541739097228157,-1.6426203847140493,2,False
galantamine,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,8.0,0.045620170977320997,-2.243933078379944,2,False
telmisartan,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,80.0,0.40814219335912827,-2.2922784929394937,2,False
niraparib,NC(=O)c1cccc2cn(-c3ccc([C@@H]4CCCNC4)cc3)nc12,300.0,1.010296491135152,-2.4726724100777484,2,False
rivastigmine,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,6.0,0.03088418041651746,-2.2884151695701136,2,False
cenobamate,NC(=O)O[C@@H](Cn1ncnn1)c1ccccc1Cl,400.0,10.424250572583142,-1.5840151491585206,2,False
solriamfetol,NC(=O)OC[C@H](N)Cc1ccccc1,300.0,1.756917755616352,-2.232369822830509,2,False
isoniazid,NNC(=O)c1ccncc1,300.0,5.159651150998485,-1.7645009151695632,2,False
propafenone,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,300.0,0.1477883689604835,-3.307480998570502,2,False
alendronic acid (alendronate),NCCCC(O)(P(=O)(O)O)P(=O)(O)O,70.0,0.03841796975374935,-3.2605636297239045,2,False
udenafil,CCCOc1ccc(S(=O)(=O)NCCC2CCCN2C)cc1-c1nc(=O)c2c([nH]1)c(CCC)nn2C,100.0,0.325521919384855,-2.487419762403378,2,False
gabapentin,NCC1(CC(=O)O)CCCCC1,400.0,3.850454518625041,-2.016547993435101,2,True
baclofen,NCC(CC(=O)O)c1ccc(Cl)cc1,10.0,0.14629422408283932,-1.8347728201390012,2,False
vemurafenib,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,960.0,4.224926034855522,-2.3564521228154622,2,False
methocarbamol,COc1ccccc1OCC(O)COC(N)=O,1500.0,23.00338888077146,-1.8142994376553876,2,False
omeprazole,COc1ccc2nc([S+]([O-])Cc3ncc(C)c(OC)c3C)[nH]c2c1,40.0,0.9099287812790624,-1.6430525892353276,2,False
6-methoxy-2-naphthylacetic acid,COc1ccc2cc(CC(=O)O)ccc2c1,1000.0,22.394418947586026,-1.6498602014099968,2,False
fluocortolone,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,20.0,0.18608062768595773,-2.031328833317828,2,False
dihydrocodeine,COc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@H]4[C@@H](C2)N(C)CC[C@@]341,20.0,0.05920346020293071,-2.5286829054423543,2,False
guanabenz,NC(N)=NN=Cc1c(Cl)cccc1Cl,16.0,0.0025455844122715707,-3.7983324797206284,2,False
zopiclone,CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,7.5,0.04964373072201563,-2.1791968521463287,2,False
alosetron,Cc1[nH]cnc1CN1CCc2c(c3ccccc3n2C)C1=O,1.0,0.0059368762830296585,-2.226442001125712,2,True
cyclizine,CN1CCN(C(c2ccccc2)c2ccccc2)CC1,50.0,0.017476904760282942,-3.456505484765225,2,False
clozapine,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,10.0,0.029267319658622656,-2.5336170490308874,2,True
finerenone,CCOc1ncc(C)c2c1[C@H](c1ccc(C#N)cc1OC)C(C(N)=O)=C(C)N2,5.0,0.043501724103763996,-2.060463534647755,2,False
eplerenone,COC(=O)[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@@]23O[C@@H]2C[C@@]2(C)[C@@H](CC[C@@]24CCC(=O)O4)[C@H]13,100.0,1.7573736085420197,-1.7551358999278344,2,False
torasemide,Cc1cccc(Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C)c1,10.0,1.2793146602771346,-0.8930226232971129,2,False
entrectinib,CN1CCN(c2ccc(C(=O)Nc3n[nH]c4ccc(Cc5cc(F)cc(F)c5)cc34)c(NC3CCOCC3)c2)CC1,600.0,1.2416799211552065,-2.684141592056168,2,False
mianserin,CN1CCN2c3ccccc3Cc3ccccc3C2C1,60.0,0.06273814788468018,-2.9806195567955243,2,False
mexiletine,Cc1cccc(C)c1OCC(C)N,400.0,0.820121942152507,-2.6881815598386543,2,False
bazedoxifene,Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12,10.0,0.002000000000000001,-3.6989700043360187,2,False
morphine,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,10.0,0.010368606463744294,-2.9842796086807772,2,False
pirenzepine,CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,50.0,0.043056997108484,-3.064926266463295,2,False
aliskiren,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC,600.0,0.5418302317146949,-3.0442880173118527,2,False
zidovudine,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,200.0,1.0295009909660118,-2.28840322667121,2,False
diazepam,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,10.0,0.22939485608879726,-1.6394163248710967,2,True
flunitrazepam,CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21,2.0,0.011721262730610553,-2.2320555949549594,2,False
piroxicam,CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,20.0,2.350106380570888,-0.9299424740521427,2,False
fluvoxamine,COCCCC/C(=N\OCCN)c1ccc(C(F)(F)F)cc1,100.0,0.0421283752357007,-3.3754252899777413,2,False
estromustine,C[C@]12CC[C@@H]3c4ccc(OC(=O)N(CCCl)CCCl)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,420.0,0.4533982673103196,-2.966769434287607,2,False
panobinostat,Cc1[nH]c2ccccc2c1CCNCc1ccc(/C=C/C(=O)NO)cc1,30.0,0.023947860029656105,-3.097854543601019,2,False
nilotinib,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,400.0,0.5460311346434378,-2.8648425844870835,2,False
abiraterone,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(c3cccnc3)=CC[C@@H]12,250.0,0.0528339379565824,-3.67502702681197,2,False
lasmiditan,CN1CCC(C(=O)c2cccc(NC(=O)c3c(F)cc(F)cc3F)n2)CC1,50.0,0.05324321553024386,-2.9727057282908707,2,False
metolazone,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C,2.0,0.03260036809608137,-1.7878074918784217,2,False
nisoldipine,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],10.0,0.0018334666618185346,-3.736726982469061,2,False
pirfenidone,Cc1ccc(=O)n(-c2ccccc2)c1,400.0,11.903780911962384,-1.5263750662042321,2,False
vonoprazan,CNCc1cc(-c2ccccc2F)n(S(=O)(=O)c2cccnc2)c1,1.0,0.0005291502622129182,-3.2764209843288903,2,True
triprolidine,Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1,2.5,0.006858571279792905,-2.561706352137996,2,False
suvorexant,Cc1ccc(-n2nccn2)c(C(=O)N2CCN(c3nc4cc(Cl)ccc4o3)CC[C@H]2C)c1,40.0,0.3723128100133006,-2.0311520122613804,2,False
pseudoephedrine,CN[C@@H](C)[C@@H](O)c1ccccc1,100.0,0.2867490191787934,-2.5424980589226536,2,False
nelfinavir,Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,1250.0,3.6573214242119874,-2.533746882960586,2,False
monomethyl fumarate,COC(=O)/C=C/C(=O)O,190.0,1.8040487798283062,-2.022505324662732,2,False
sertraline,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,100.0,0.022465529150233695,-3.648483347633157,2,False
